epoch,step,test_acc,test_loss,train_acc,train_loss,val_acc,val_loss
0,49,,,0.10398582369089127,2.3253650665283203,,
0,99,,,0.09910301119089127,2.307013511657715,,
0,149,,,0.10322627425193787,2.304042339324951,,
0,199,,,0.09552227705717087,2.3039371967315674,,
0,249,,,0.0988498255610466,2.303215265274048,,
0,299,,,0.09892216324806213,2.3029086589813232,,
0,349,,,0.09866898506879807,2.3029658794403076,,
0,389,,,,,0.0995277687907219,2.3028037548065186
1,399,,,0.10007957369089127,2.3027169704437256,,
1,449,,,0.09924768656492233,2.302760124206543,,
1,499,,,0.1021050363779068,2.3026692867279053,,
1,549,,,0.0949435755610466,2.3029050827026367,,
1,599,,,0.1000434011220932,2.3026740550994873,,
1,649,,,0.09790943562984467,2.3027212619781494,,
1,699,,,0.09935618937015533,2.3027024269104004,,
1,749,,,0.09910301119089127,2.3027424812316895,,
1,779,,,,,0.0995648130774498,2.302661895751953
2,799,,,0.09758391231298447,2.3026416301727295,,
2,849,,,0.1015625,2.30258846282959,,
2,899,,,0.0980902761220932,2.302666187286377,,
2,949,,,0.09903067350387573,2.3027279376983643,,
2,999,,,0.1014539897441864,2.3025450706481934,,
2,1049,,,0.10116463899612427,2.3025150299072266,,
2,1099,,,0.09675202518701553,2.3027796745300293,,
2,1149,,,0.10033275187015533,2.302654504776001,,
2,1169,,,,,0.10110649466514587,2.302664279937744
3,1199,,,0.10000723600387573,2.302652597427368,,
3,1249,,,0.10054976493120193,2.3026301860809326,,
3,1299,,,0.1009114608168602,2.302582263946533,,
3,1349,,,0.1019965261220932,2.302617311477661,,
3,1399,,,0.1000434011220932,2.3026156425476074,,
3,1449,,,0.0999348983168602,2.302711248397827,,
3,1499,,,0.1004774272441864,2.3025600910186768,,
3,1549,,,0.1009114608168602,2.3025660514831543,,
3,1559,,,,,0.09976852685213089,2.3026554584503174
4,1599,,,0.10174334794282913,2.3026223182678223,,
4,1649,,,0.10094762593507767,2.3026742935180664,,
4,1699,,,0.10065827518701553,2.3025667667388916,,
4,1749,,,0.09631799906492233,2.302715539932251,,
4,1799,,,0.09877748787403107,2.30257511138916,,
4,1849,,,0.10250288993120193,2.3025496006011963,,
4,1899,,,0.10304542630910873,2.302593469619751,,
4,1949,,,0.09964554756879807,2.302612543106079,,
4,1949,,,,,0.09904629737138748,2.302611827850342
5,1999,,,0.09957320243120193,2.302642822265625,,
5,2049,,,0.1001519113779068,2.302673101425171,,
5,2099,,,0.09530526399612427,2.302668571472168,,
5,2149,,,0.10420283675193787,2.3025095462799072,,
5,2199,,,0.1012369766831398,2.3025944232940674,,
5,2249,,,0.09877748787403107,2.3027617931365967,,
5,2299,,,0.0977647602558136,2.302645683288574,,
5,2339,,,,,0.10104630142450333,2.3025922775268555
6,2349,,,0.09718605130910873,2.302692174911499,,
6,2399,,,0.10073061287403107,2.3025739192962646,,
6,2449,,,0.10250288993120193,2.302604913711548,,
6,2499,,,0.09953703731298447,2.302603244781494,,
6,2549,,,0.09964554756879807,2.3025968074798584,,
6,2599,,,0.10174334794282913,2.302480459213257,,
