epoch,step,test_acc,test_loss,train_acc,train_loss,val_acc,val_loss
0,49,,,0.10054976493120193,2.3261280059814453,,
0,99,,,0.0971137136220932,2.3061487674713135,,
0,149,,,0.09628182649612427,2.303497552871704,,
0,199,,,0.10116463899612427,2.3031413555145264,,
0,249,,,0.0986328125,2.3029370307922363,,
0,299,,,0.09997106343507767,2.303129196166992,,
0,349,,,0.09740306437015533,2.302687406539917,,
0,389,,,,,0.10012036561965942,2.302706480026245
1,399,,,0.0974392369389534,2.3028767108917236,,
1,449,,,0.0999348983168602,2.3028194904327393,,
1,499,,,0.09736689925193787,2.3028533458709717,,
1,549,,,0.10040508955717087,2.3026769161224365,,
1,599,,,0.09812644869089127,2.3027920722961426,,
1,649,,,0.10073061287403107,2.3028173446655273,,
1,699,,,0.09816261380910873,2.302671194076538,,
1,749,,,0.1022135391831398,2.3026201725006104,,
1,779,,,,,0.10078240931034088,2.302615165710449
2,799,,,0.0989583358168602,2.3027803897857666,,
2,849,,,0.0995008647441864,2.3027219772338867,,
2,899,,,0.09935618937015533,2.302706718444824,,
2,949,,,0.1017795130610466,2.3025782108306885,,
2,999,,,0.10141782462596893,2.302579164505005,,
2,1049,,,0.0977647602558136,2.3026883602142334,,
2,1099,,,0.09704137593507767,2.302612781524658,,
2,1149,,,0.09997106343507767,2.3026092052459717,,
2,1169,,,,,0.10012035816907883,2.3025963306427
3,1199,,,0.09870515018701553,2.3027188777923584,,
3,1249,,,0.1015625,2.302590847015381,,
3,1299,,,0.09979022294282913,2.302708148956299,,
3,1349,,,0.10358796268701553,2.3025166988372803,,
3,1399,,,0.10387731343507767,2.302640438079834,,
3,1449,,,0.09848813712596893,2.3025827407836914,,
3,1499,,,0.10094762593507767,2.302621364593506,,
3,1549,,,0.0978732630610466,2.3026280403137207,,
3,1559,,,,,0.10034258663654327,2.302560329437256
4,1599,,,0.10203269869089127,2.3025612831115723,,
4,1649,,,0.09964554756879807,2.3025741577148438,,
4,1699,,,0.09848813712596893,2.3025779724121094,,
4,1749,,,0.10022424906492233,2.3024210929870605,,
4,1799,,,0.10857928544282913,2.3003458976745605,,
4,1849,,,0.10738570243120193,2.297957420349121,,
4,1899,,,0.1177300363779068,2.283426523208618,,
4,1949,,,0.1365017294883728,2.2514986991882324,,
4,1949,,,,,0.13871759176254272,2.2497448921203613
5,1999,,,0.2083333283662796,2.136188268661499,,
5,2049,,,0.2912326455116272,1.9133355617523193,,
