epoch,step,test_acc,test_loss,train_acc,train_loss,val_acc,val_loss
0,49,,,0.11376953125,2.3027446269989014,,
0,99,,,0.1259765625,2.2890377044677734,,
0,149,,,0.1748046875,2.2208337783813477,,
0,199,,,0.1884765625,2.1470861434936523,,
0,249,,,0.1845703125,2.1182429790496826,,
0,299,,,0.19921875,2.090471029281616,,
0,349,,,0.20458984375,2.0695292949676514,,
0,389,,,,,0.20362499356269836,2.0588412284851074
1,399,,,0.2099609375,2.0505685806274414,,
1,449,,,0.21142578125,2.0414726734161377,,
1,499,,,0.21240234375,2.0245847702026367,,
1,549,,,0.21533203125,2.007880926132202,,
1,599,,,0.2119140625,2.0030927658081055,,
1,649,,,0.22900390625,1.9844614267349243,,
1,699,,,0.22119140625,1.984913945198059,,
1,749,,,0.2314453125,1.959157109260559,,
1,779,,,,,0.2318750023841858,1.9470183849334717
2,799,,,0.23388671875,1.9445319175720215,,
2,849,,,0.23876953125,1.9234699010849,,
2,899,,,0.24267578125,1.9171730279922485,,
2,949,,,0.2529296875,1.8995840549468994,,
2,999,,,0.265625,1.8694069385528564,,
2,1049,,,0.25439453125,1.862541913986206,,
2,1099,,,0.25244140625,1.8425816297531128,,
2,1149,,,0.2626953125,1.8330339193344116,,
2,1169,,,,,0.2619374990463257,1.8321208953857422
3,1199,,,0.26513671875,1.8223243951797485,,
3,1249,,,0.2783203125,1.8172492980957031,,
3,1299,,,0.27880859375,1.8157535791397095,,
3,1349,,,0.2705078125,1.8100333213806152,,
3,1399,,,0.287109375,1.7827116250991821,,
3,1449,,,0.3037109375,1.7618345022201538,,
3,1499,,,0.27685546875,1.7690984010696411,,
3,1549,,,0.2919921875,1.7562006711959839,,
3,1559,,,,,0.2931250035762787,1.754777193069458
4,1599,,,0.28759765625,1.7581000328063965,,
4,1649,,,0.3056640625,1.740296483039856,,
4,1699,,,0.302734375,1.7276259660720825,,
4,1749,,,0.283203125,1.7451022863388062,,
4,1799,,,0.2900390625,1.7332950830459595,,
4,1849,,,0.31298828125,1.7256088256835938,,
4,1899,,,0.32470703125,1.7039082050323486,,
4,1949,,,0.32666015625,1.7043215036392212,,
4,1949,,,,,0.31556248664855957,1.7092491388320923
5,1999,,,0.314453125,1.7032837867736816,,
5,2049,,,0.3154296875,1.7076584100723267,,
5,2099,,,0.3173828125,1.694780945777893,,
5,2149,,,0.3310546875,1.6787294149398804,,
5,2199,,,0.3115234375,1.6895519495010376,,
5,2249,,,0.33544921875,1.6666702032089233,,
5,2299,,,0.3134765625,1.6880459785461426,,
5,2339,,,,,0.3319374918937683,1.662994623184204
6,2349,,,0.3330078125,1.6696109771728516,,
6,2399,,,0.31640625,1.6869480609893799,,
6,2449,,,0.326171875,1.6713345050811768,,
6,2499,,,0.3369140625,1.6627734899520874,,
6,2549,,,0.34814453125,1.6422842741012573,,
6,2599,,,0.34228515625,1.655543565750122,,
6,2649,,,0.33544921875,1.6495373249053955,,
6,2699,,,0.3251953125,1.6531652212142944,,
6,2729,,,,,0.3464375138282776,1.6425265073776245
7,2749,,,0.34423828125,1.6321415901184082,,
7,2799,,,0.35302734375,1.6362886428833008,,
7,2849,,,0.337890625,1.6418027877807617,,
7,2899,,,0.36376953125,1.6208736896514893,,
7,2949,,,0.35693359375,1.619156837463379,,
7,2999,,,0.34375,1.6302127838134766,,
7,3049,,,0.3515625,1.617473840713501,,
7,3099,,,0.3369140625,1.6325440406799316,,
7,3119,,,,,0.3605625033378601,1.610547661781311
8,3149,,,0.3583984375,1.6255483627319336,,
8,3199,,,0.34912109375,1.6159327030181885,,
8,3249,,,0.35302734375,1.6254932880401611,,
8,3299,,,0.36376953125,1.6054857969284058,,
8,3349,,,0.36083984375,1.5977158546447754,,
8,3399,,,0.35546875,1.6052495241165161,,
8,3449,,,0.369140625,1.5917922258377075,,
8,3499,,,0.3681640625,1.5979645252227783,,
8,3509,,,,,0.3711250126361847,1.5866498947143555
9,3549,,,0.36962890625,1.5865380764007568,,
9,3599,,,0.34814453125,1.6069668531417847,,
9,3649,,,0.3740234375,1.587015151977539,,
9,3699,,,0.37646484375,1.5777661800384521,,
9,3749,,,0.37353515625,1.5762131214141846,,
9,3799,,,0.3876953125,1.5669034719467163,,
9,3849,,,0.3701171875,1.5875964164733887,,
9,3899,,,0.3818359375,1.5618903636932373,,
9,3899,,,,,0.3798125088214874,1.5639078617095947
10,3949,,,0.3818359375,1.5728884935379028,,
10,3999,,,0.37646484375,1.5672978162765503,,
10,4049,,,0.38330078125,1.5611239671707153,,
10,4099,,,0.37548828125,1.558030128479004,,
10,4149,,,0.3740234375,1.5549442768096924,,
10,4199,,,0.3916015625,1.5526643991470337,,
10,4249,,,0.3759765625,1.5554258823394775,,
10,4289,,,,,0.3903749883174896,1.5421234369277954
11,4299,,,0.38232421875,1.5560426712036133,,
11,4349,,,0.3994140625,1.538374662399292,,
11,4399,,,0.404296875,1.5222302675247192,,
11,4449,,,0.39404296875,1.5301439762115479,,
11,4499,,,0.392578125,1.5311847925186157,,
11,4549,,,0.388671875,1.5515464544296265,,
11,4599,,,0.38525390625,1.5345494747161865,,
11,4649,,,0.40478515625,1.5233820676803589,,
11,4679,,,,,0.398375004529953,1.5242809057235718
12,4699,,,0.38134765625,1.536087989807129,,
12,4749,,,0.38720703125,1.5452133417129517,,
12,4799,,,0.39306640625,1.5319294929504395,,
12,4849,,,0.40185546875,1.5234884023666382,,
12,4899,,,0.38037109375,1.53287935256958,,
12,4949,,,0.3994140625,1.5188508033752441,,
12,4999,,,0.404296875,1.5115655660629272,,
12,5049,,,0.40966796875,1.507136344909668,,
12,5069,,,,,0.4051249921321869,1.5107649564743042
13,5099,,,0.404296875,1.5189520120620728,,
13,5149,,,0.4072265625,1.5117170810699463,,
13,5199,,,0.41552734375,1.5117900371551514,,
13,5249,,,0.4130859375,1.5018788576126099,,
13,5299,,,0.41650390625,1.4964262247085571,,
13,5349,,,0.41357421875,1.499888300895691,,
13,5399,,,0.40625,1.5052013397216797,,
13,5449,,,0.42041015625,1.496901035308838,,
13,5459,,,,,0.41187500953674316,1.5001205205917358
14,5499,,,0.40380859375,1.5021520853042603,,
14,5549,,,0.40869140625,1.5085190534591675,,
14,5599,,,0.408203125,1.49998140335083,,
14,5649,,,0.40673828125,1.4946132898330688,,
14,5699,,,0.42822265625,1.4851933717727661,,
